block,range,reg,rw,pnum,name,desc,lo,hi,unit,res,obj,rvs61,rvs21
,,"teehs ""noitpircseDllocotorP"" ]ced[",W/R,rebmuN,retemaraP,noitpircseD,timiL,timiL,tinU,noituloseR,tcejbO,16SVR,12SVR
,,ees( sserddA,,,,,rewoL,reppU,,,,,
,,retsigeR,,,,/noitaremunE,,,,,,,
,,BdM,,,,,,,,,,,
Device,0x9400..0x97FFBL,38183,R,7951,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38184,R,7952,Input EX21 module 3,x 0: 0V | 1: 230V,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38185,R,7952,Status/Comand Register reserve,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38400,R,7721,Heating mode D1,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38401,R,7721,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38402,R,7722,Cooling mode D2,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38403,R,7722,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38404,R,7723,Heat pump D3,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38405,R,7723,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38406,R,9031,Relay output QX1,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38407,R,9031,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38408,R,9032,Relay output QX2,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38409,R,9032,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38410,R,9033,Relay output QX3,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38411,R,9033,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38412,R,9034,Triac output ZX4/Relay output QX4,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38413,R,9034,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38414,R,9035,Relay output QX5,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38415,R,9035,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38416,R,9036,Triac output ZX6 / Relay output QX6,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38417,R,9036,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38418,R,9037,Relay output QX7,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38419,R,9037,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38420,R,9038,Relay output QX8,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38421,R,9038,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38422,R,9039,Relay output QX9,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38423,R,9039,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38424,R,9040,Relay output QX10,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38425,R,9040,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38426,R,9041,Relay output QX11,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38427,R,9041,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38428,R,9042,Relay output QX12,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38429,R,9042,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38430,R,9043,Relay output QX13,x 0: Off | 1: On,0,1,,,x,x,
Device,0x9400..0x97FFBL,38431,R,9043,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38432,R,9050,Relay output QX21 module 1,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38433,R,9050,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38434,R,9051,Relay output QX22 module 1,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38435,R,9051,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38436,R,9052,Relay output QX23 module 1,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38437,R,9052,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38438,R,9053,Relay output QX21 module 2,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38439,R,9053,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38440,R,9054,Relay output QX22 module 2,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38441,R,9054,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38442,R,9055,Relay output QX23 module 2,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38443,R,9055,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38444,R,9056,Relay output QX21 module 3,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38445,R,9056,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38446,R,9057,Relay output QX22 module 3,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38447,R,9057,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38448,R,9058,Relay output QX23 module 3,x 0: Off,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38449,R,9058,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38450,R,9071,Relay output QX31,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38451,R,9071,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38452,R,9072,Relay output QX32,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38453,R,9072,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38454,R,9073,Relay output QX33,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38455,R,9073,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38456,R,9074,Triac output ZX34 / Relay output QX34,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38457,R,9074,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38458,R,9075,Relay output QX35,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38459,R,9075,Status Register reserve,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38600,R,,Partial diagram heat pump,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38601,R,,Partial diagram solar collector,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38602,R,,Partial diagram dhw storage,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38603,R,,Partial diagram buffer,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38604,R,,Partial diagram heat circuit 1,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38605,R,,Partial diagram cooling circuit 1,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38606,R,,Partial diagram heat circuit 2,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38607,R,,Partial diagram cooling circuit 2,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38608,R,,Partial diagram heat circuit 2,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38609,R,,Partial diagram cooling circuit 3,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38610,R,,Partial diagram converter,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38611,R,,Partial diagram solid fuel boiler,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38612,R,,Partial diagram swimming pool,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38613,R,,Partial diagram hydraulic balancing,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38614,R,,Partial diagram instantaneous heater,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38615,R,,Partial diagram Consumer circuit 1,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38616,R,,Partial diagram Consumer circuit 2,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38617,R,,Partial diagram Consumer circuit 3,,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38618,R,,Cascade status,0: Inactiv | 1: Active,0,255,,,x,x,x
Device,0x9400..0x97FFBL,38619,R,,Partial diagram suppl source,,0,255,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38912,R,6220,Software version,,0.0,99,,1/10,x,x,x
Device block 2,0x9800..0x9BFFBL,38913,R,6221,Development index,,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38914,R,,Modbus Object List Version,,0.0,65535,,1/10,x,x,x
Device block 2,0x9800..0x9BFFBL,38915,R,6222,Device hours run,,0,199'999,h,1/3600,x,x,x
Device block 2,0x9800..0x9BFFBL,38916,,,Register reserve,(32 Bit Data),,,,,,,
Device block 2,0x9800..0x9BFFBL,38928,R,6800,History 1,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38929,R,6800,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38930,R,6800,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38931,R,6800,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38932,R,6800,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38933,R,6800,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38934,R,6801,Error code 1,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38935,R,6801,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38936,R,6802,History 2,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38937,R,6802,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38938,R,6802,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38939,R,6802,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38940,R,6802,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38941,R,6802,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38942,R,6803,Error code 2,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38943,R,6803,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38944,R,6804,History 3,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38945,R,6804,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38946,R,6804,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38947,R,6804,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38948,R,6804,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38949,R,6804,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38950,R,6805,Error code 3,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38951,R,6805,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38952,R,6806,History 4,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38953,R,6806,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38954,R,6806,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38955,R,6806,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38956,R,6806,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38957,R,6806,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38958,R,6807,Error code 4,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38959,R,6807,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38960,R,6808,History 5,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38961,R,6808,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38962,R,6808,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38963,R,6808,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38964,R,6808,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38965,R,6808,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38966,R,6809,Error code 5,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38967,R,6809,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38968,R,6810,History 6,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38970,R,6810,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38971,R,6810,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38972,R,6810,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38973,R,6810,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38974,R,6811,Error code 6,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38975,R,6811,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38976,R,6812,History 7,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38977,R,6812,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38978,R,6812,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38979,R,6812,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38980,R,6812,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38981,R,6812,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38982,R,6813,Error code 7,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38983,R,6813,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38984,R,6814,History 8,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38985,R,6814,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38986,R,6814,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38987,R,6814,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38988,R,6814,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38989,R,6814,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38990,R,6815,Error code 8,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38991,R,6815,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38992,R,6816,History 9,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38993,R,6816,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38994,R,6816,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38995,R,6816,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38996,R,6816,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,38997,R,6816,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38998,R,6817,Error code 9,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,38999,R,6817,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39000,R,6818,History 10,Year,100,199,Year,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39001,R,6818,,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39002,R,6818,,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39003,R,6818,,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39004,R,6818,,Minute,0,59,m,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39005,R,6818,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39006,R,6819,Error code 10,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39007,R,6819,Status,see description,,,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39008,R/W,6820,Reset history Register reserve,x 0: No | 1: Yes,0,1,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39040,R,,Error Message,ErrorCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39041,R,,Error Prio,priority,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39042,R,,Service Message,ServiceCode,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39043,R,,Error Prio,priority,0,65535,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39044,R,,Info Sonderbetrieb block 3,Bit7: Special opreration active | Bit0..6: Special operation: | 0= Normal (no special opreration) | 1= Manual operation | 2= SLT test | 3= Chimney sweep function | 4= Controller stop | 5= Combustion optimization low- | fire | 6= Combustion optimization high- | fire | 7= Emergency operation | 8= Output test | 9= Simulation outside temp | 10= Alternative energy mode | 11= Commissioning function | 12= Deareation function | 13= Dry fire function | 14= Eco opertation | 15= Initializing | 16= DHW Push,0,255,,,x,x,x
Device block 2,0x9800..0x9BFFBL,39920,R/W,,Clock time and Date,Year,100,199,Jahr,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39921,R/W,,Clock time and Date,Month,1,12,Month,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39922,R/W,,Clock time and Date,Day,1,31,Day,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39923,R/W,,Clock time and Date,Hour,0,23,h,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39924,R/W,,Clock time and Date,Minute,0,59,min,1,x,x,x
Device block 2,0x9800..0x9BFFBL,39925,R/W,,Clock time and Date,Second,0,59,s,1,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39940,R/W,"501, 502",Monday 1st phase on Monday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39941,R/W,,Monday 2nd phase on Monday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39942,,,Monday 3rd phase on,H-Byte: phase on,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,,R/W,"505, 506",Monday 3rd phase off,L-Byte: phase off,00:00,24:00,,,,,
Time prog heating circuit 1,0x9800..0x9BFFBL,39943,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39944,R/W,"501, 502",Tuesday 1st phase on Tuesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39945,R/W,,Tuesday 2nd phase on Tuesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39946,R/W,,Tuesday 3rd phase on Tuesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39947,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39948,R/W,"501, 502",Wednesday 1st phase on Wednesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39949,R/W,,Wednesday 2nd phase on Wednesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39950,R/W,,Wednesday 3rd phase on Wednesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39951,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39952,R/W,"501, 502",Thursday 1st phase on Thursday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39953,R/W,,Thursday 2nd phase on Thursday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39954,R/W,,Thursday 3rd phase on Thursday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39955,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39956,R/W,"501, 502",Friday 1st phase on Friday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39957,R/W,,Friday 2nd phase on Friday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39958,R/W,,Friday 3rd phase on Friday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39959,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39960,R/W,"501, 502",Saturday 1st phase on Saturday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39961,R/W,,Saturday 2nd phase on Saturday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39962,R/W,,Saturday 3rd phase on Saturday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39963,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39964,R/W,"501, 502",Sunday 1st phase on Sunday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39965,R/W,,Sunday 2nd phase on Sunday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39966,R/W,,Sunday 3rd phase on Sunday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39967,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 1,0x9800..0x9BFFBL,39968,R,516,Default values,x 0: No | 1: Yes,0,1,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39980,R/W,"521, 522",Monday 1st phase on Monday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39981,R/W,,Monday 2nd phase on Monday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39982,R/W,,Monday 3rd phase on,H-Byte: phase on,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39983,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39984,R/W,"521, 522",Tuesday 1st phase on Tuesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39985,R/W,,Tuesday 2nd phase on Tuesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39986,R/W,,Tuesday 3rd phase on Tuesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39987,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39988,R/W,"521, 522",Wednesday 1st phase on Wednesday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39989,R/W,,Wednesday 2nd phase on Wednesday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39990,R/W,,Wednesday 3rd phase on Wednesday 3rd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39991,R/W,,Status / Comand Switching phase status,Bit 0:1st phase on inactive | Bit 1:1st phase off inactive | Bit 2:2nd phase on inactive | Bit 3:2nd phase off inactive | Bit 4:3rd phase on inactive | Bit 5:3rd phase off inactive | Bit6-15: Unused,,,,,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39992,R/W,"521, 522",Thursday 1st phase on Thursday 1st phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
Time prog heating circuit 2,0x9800..0x9BFFBL,39993,R/W,,Thursday 2nd phase on Thursday 2nd phase off,H-Byte: phase on | L-Byte: phase off,00:00,24:00,h:m,10min,x,x,x
